Index, Number of instances, Number of prey, Number of carnivorous, Average prey production, Average prey eaten, Average carnivorous production, Average carnivorous eaten
13747, 552, 317, 235, 0.92, 8.15, 0.97, 7.94
13748, 552, 317, 235, 0.93, 8.15, 0.97, 7.94
13749, 550, 317, 233, 0.93, 8.15, 0.97, 8.01
13750, 547, 315, 232, 0.93, 8.21, 0.98, 8.06
13751, 548, 316, 232, 0.93, 8.18, 0.98, 8.06
13752, 548, 316, 232, 0.93, 8.19, 0.98, 8.06
13753, 548, 316, 232, 0.93, 8.2, 0.98, 8.06
13754, 548, 316, 232, 0.93, 8.2, 0.98, 8.06
13755, 548, 316, 232, 0.93, 8.2, 0.98, 8.06
13756, 549, 317, 232, 0.93, 8.18, 0.98, 8.06
13757, 549, 317, 232, 0.93, 8.18, 0.98, 8.06
13758, 547, 315, 232, 0.93, 8.22, 0.98, 8.06
13759, 547, 315, 232, 0.93, 8.22, 0.98, 8.06
13760, 546, 314, 232, 0.92, 8.25, 0.98, 8.06
13761, 546, 314, 232, 0.92, 8.25, 0.98, 8.06
13762, 547, 315, 232, 0.92, 8.22, 0.98, 8.06
13763, 546, 314, 232, 0.92, 8.25, 0.98, 8.07
13764, 547, 314, 233, 0.92, 8.25, 0.98, 8.03
13765, 547, 314, 233, 0.92, 8.25, 0.98, 8.03
13766, 545, 312, 233, 0.93, 8.28, 0.98, 8.05
13767, 545, 312, 233, 0.93, 8.28, 0.98, 8.05
13768, 547, 313, 234, 0.93, 8.26, 0.98, 8.01
13769, 548, 315, 233, 0.93, 8.21, 0.99, 8.05
13770, 545, 313, 232, 0.92, 8.24, 0.99, 8.09
13771, 545, 313, 232, 0.92, 8.25, 0.99, 8.09
13772, 544, 312, 232, 0.92, 8.28, 0.99, 8.09
13773, 545, 313, 232, 0.92, 8.26, 0.99, 8.09
13774, 546, 313, 233, 0.92, 8.26, 0.99, 8.06
13775, 546, 313, 233, 0.92, 8.26, 0.99, 8.06
13776, 546, 313, 233, 0.92, 8.26, 0.99, 8.06
13777, 546, 313, 233, 0.92, 8.26, 0.99, 8.06
13778, 545, 313, 232, 0.92, 8.26, 0.98, 8.08
13779, 543, 312, 231, 0.93, 8.29, 0.96, 7.98
13780, 541, 310, 231, 0.93, 8.33, 0.96, 7.99
13781, 541, 310, 231, 0.93, 8.33, 0.96, 7.99
13782, 543, 311, 232, 0.93, 8.31, 0.96, 7.96
13783, 543, 311, 232, 0.93, 8.31, 0.96, 7.96
13784, 543, 311, 232, 0.93, 8.31, 0.96, 7.96
13785, 543, 311, 232, 0.93, 8.32, 0.96, 7.96
13786, 544, 311, 233, 0.93, 8.32, 0.96, 7.92
13787, 546, 312, 234, 0.93, 8.29, 0.96, 7.89
13788, 546, 312, 234, 0.94, 8.29, 0.96, 7.89
13789, 546, 312, 234, 0.94, 8.29, 0.96, 7.89
13790, 546, 312, 234, 0.94, 8.29, 0.96, 7.9
13791, 545, 311, 234, 0.94, 8.28, 0.96, 7.9
13792, 546, 312, 234, 0.94, 8.26, 0.96, 7.9
13793, 547, 313, 234, 0.94, 8.24, 0.96, 7.9
13794, 547, 313, 234, 0.94, 8.25, 0.96, 7.9
13795, 547, 313, 234, 0.94, 8.25, 0.96, 7.9
13796, 547, 313, 234, 0.93, 8.17, 0.96, 7.91
13797, 546, 312, 234, 0.93, 8.18, 0.96, 7.91
13798, 546, 312, 234, 0.93, 8.19, 0.96, 7.91
13799, 546, 312, 234, 0.93, 8.19, 0.96, 7.91
13800, 546, 312, 234, 0.93, 8.2, 0.96, 7.91
13801, 546, 312, 234, 0.93, 8.2, 0.96, 7.91
13802, 546, 312, 234, 0.94, 8.19, 0.96, 7.91
13803, 545, 312, 233, 0.94, 8.2, 0.96, 7.95
13804, 545, 312, 233, 0.94, 8.2, 0.96, 7.95
13805, 545, 312, 233, 0.94, 8.2, 0.96, 7.95
13806, 546, 313, 233, 0.94, 8.17, 0.96, 7.95
13807, 546, 313, 233, 0.93, 8.17, 0.96, 7.95
13808, 547, 314, 233, 0.93, 8.15, 0.96, 7.95
13809, 546, 313, 233, 0.94, 8.19, 0.96, 7.95
13810, 545, 313, 232, 0.93, 8.17, 0.96, 7.95
13811, 543, 312, 231, 0.93, 8.15, 0.96, 7.99
13812, 540, 310, 230, 0.92, 8.09, 0.95, 8.03
13813, 540, 310, 230, 0.92, 8.03, 0.95, 8.03
13814, 540, 311, 229, 0.92, 8.01, 0.96, 8.07
13815, 539, 311, 228, 0.92, 8.01, 0.95, 8.07
13816, 540, 312, 228, 0.92, 7.99, 0.95, 8.07
13817, 540, 312, 228, 0.92, 7.99, 0.95, 8.07
13818, 541, 313, 228, 0.92, 7.96, 0.95, 8.07
13819, 541, 313, 228, 0.92, 7.96, 0.95, 8.07
13820, 542, 313, 229, 0.92, 7.97, 0.95, 8.03
13821, 541, 312, 229, 0.92, 7.97, 0.95, 8.03
13822, 541, 312, 229, 0.92, 7.98, 0.95, 8.03
13823, 542, 313, 229, 0.92, 7.95, 0.95, 8.03
13824, 544, 314, 230, 0.92, 7.93, 0.95, 8.0
13825, 541, 313, 228, 0.92, 7.96, 0.95, 8.07
13826, 542, 314, 228, 0.92, 7.93, 0.95, 8.07
13827, 542, 314, 228, 0.92, 7.89, 0.95, 8.08
13828, 542, 314, 228, 0.92, 7.89, 0.95, 8.08
13829, 542, 314, 228, 0.92, 7.88, 0.95, 8.08
13830, 541, 313, 228, 0.92, 7.9, 0.95, 8.09
13831, 541, 313, 228, 0.92, 7.9, 0.95, 8.09
13832, 541, 313, 228, 0.92, 7.9, 0.95, 8.09
13833, 540, 312, 228, 0.93, 7.92, 0.95, 8.09
13834, 540, 312, 228, 0.93, 7.93, 0.95, 8.09
13835, 542, 313, 229, 0.93, 7.9, 0.95, 8.06
13836, 542, 313, 229, 0.93, 7.91, 0.95, 8.06
13837, 542, 313, 229, 0.93, 7.91, 0.95, 8.06
13838, 543, 313, 230, 0.93, 7.91, 0.95, 8.02
13839, 543, 313, 230, 0.93, 7.91, 0.95, 8.02
13840, 543, 313, 230, 0.93, 7.9, 0.95, 8.03
13841, 544, 313, 231, 0.93, 7.9, 0.95, 7.99
13842, 545, 313, 232, 0.93, 7.9, 0.95, 7.96
13843, 544, 312, 232, 0.93, 7.92, 0.95, 7.96
13844, 542, 311, 231, 0.93, 7.95, 0.94, 8.0
13845, 541, 311, 230, 0.93, 7.95, 0.95, 8.03
13846, 543, 313, 230, 0.93, 7.9, 0.95, 8.03
13847, 544, 314, 230, 0.93, 7.88, 0.95, 8.03
13848, 544, 314, 230, 0.93, 7.89, 0.95, 8.03
13849, 545, 315, 230, 0.93, 7.8, 0.95, 8.03
13850, 545, 315, 230, 0.93, 7.8, 0.95, 8.03
13851, 545, 315, 230, 0.93, 7.8, 0.95, 8.03
13852, 542, 313, 229, 0.93, 7.85, 0.95, 8.08
13853, 540, 311, 229, 0.93, 7.85, 0.95, 8.09
13854, 539, 310, 229, 0.93, 7.86, 0.95, 8.09
13855, 539, 310, 229, 0.93, 7.86, 0.95, 8.09
13856, 541, 312, 229, 0.93, 7.82, 0.95, 8.09
13857, 542, 313, 229, 0.93, 7.8, 0.95, 8.09
13858, 542, 313, 229, 0.93, 7.81, 0.95, 8.09
13859, 544, 314, 230, 0.93, 7.79, 0.95, 8.06
13860, 543, 314, 229, 0.93, 7.79, 0.96, 8.09
13861, 543, 314, 229, 0.94, 7.79, 0.96, 8.1
13862, 544, 315, 229, 0.94, 7.76, 0.96, 8.1
13863, 544, 315, 229, 0.94, 7.77, 0.96, 8.1
13864, 544, 315, 229, 0.94, 7.77, 0.96, 8.1
13865, 543, 314, 229, 0.93, 7.71, 0.96, 8.1
13866, 542, 312, 230, 0.94, 7.75, 0.96, 8.08
13867, 543, 313, 230, 0.94, 7.73, 0.96, 8.08
13868, 541, 311, 230, 0.94, 7.72, 0.96, 8.09
13869, 541, 311, 230, 0.94, 7.72, 0.96, 8.09
13870, 539, 309, 230, 0.93, 7.65, 0.96, 8.1
13871, 542, 312, 230, 0.93, 7.58, 0.96, 8.1
13872, 542, 312, 230, 0.94, 7.54, 0.96, 8.1
13873, 542, 312, 230, 0.94, 7.55, 0.96, 8.1
13874, 544, 313, 231, 0.94, 7.53, 0.96, 8.06
13875, 544, 313, 231, 0.94, 7.53, 0.96, 8.07
13876, 545, 314, 231, 0.94, 7.51, 0.96, 8.07
13877, 544, 314, 230, 0.94, 7.51, 0.96, 8.11
13878, 541, 311, 230, 0.95, 7.58, 0.96, 8.12
13879, 542, 312, 230, 0.95, 7.55, 0.96, 8.12
13880, 544, 314, 230, 0.95, 7.51, 0.96, 8.12
13881, 544, 314, 230, 0.95, 7.51, 0.96, 8.12
13882, 544, 314, 230, 0.95, 7.52, 0.96, 8.12
13883, 542, 314, 228, 0.95, 7.52, 0.96, 8.19
13884, 543, 315, 228, 0.95, 7.5, 0.96, 8.19
13885, 542, 314, 228, 0.95, 7.51, 0.96, 8.2
13886, 541, 313, 228, 0.95, 7.53, 0.96, 8.2
13887, 541, 313, 228, 0.95, 7.53, 0.96, 8.2
13888, 542, 314, 228, 0.95, 7.51, 0.96, 8.2
13889, 541, 313, 228, 0.96, 7.53, 0.96, 8.21
13890, 541, 314, 227, 0.96, 7.51, 0.96, 8.24
13891, 542, 314, 228, 0.96, 7.51, 0.96, 8.21
13892, 542, 314, 228, 0.96, 7.51, 0.96, 8.21
13893, 542, 314, 228, 0.96, 7.51, 0.96, 8.21
13894, 542, 314, 228, 0.96, 7.51, 0.96, 8.21
13895, 542, 314, 228, 0.96, 7.52, 0.96, 8.21
13896, 542, 314, 228, 0.96, 7.52, 0.96, 8.21
13897, 543, 315, 228, 0.96, 7.49, 0.96, 8.21
13898, 543, 315, 228, 0.96, 7.5, 0.96, 8.21
13899, 543, 315, 228, 0.96, 7.5, 0.96, 8.21
13900, 541, 314, 227, 0.96, 7.5, 0.97, 8.25
13901, 540, 314, 226, 0.96, 7.5, 0.97, 8.28
13902, 540, 314, 226, 0.96, 7.5, 0.97, 8.29
13903, 540, 314, 226, 0.96, 7.5, 0.97, 8.29
13904, 540, 314, 226, 0.96, 7.51, 0.97, 8.29
13905, 540, 314, 226, 0.96, 7.51, 0.97, 8.29
13906, 540, 314, 226, 0.96, 7.51, 0.97, 8.29
13907, 540, 314, 226, 0.96, 7.47, 0.97, 8.29
13908, 537, 311, 226, 0.95, 7.34, 0.97, 8.31
13909, 537, 311, 226, 0.95, 7.34, 0.97, 8.31
13910, 537, 311, 226, 0.96, 7.33, 0.97, 8.31
13911, 539, 313, 226, 0.96, 7.29, 0.97, 8.31
13912, 540, 314, 226, 0.96, 7.27, 0.97, 8.31
13913, 539, 314, 225, 0.96, 7.23, 0.98, 8.36
13914, 540, 314, 226, 0.96, 7.24, 0.98, 8.32
13915, 541, 315, 226, 0.96, 7.22, 0.98, 8.32
13916, 540, 315, 225, 0.96, 7.23, 0.98, 8.36
13917, 540, 315, 225, 0.96, 7.23, 0.98, 8.36
13918, 540, 315, 225, 0.96, 7.17, 0.98, 8.36
13919, 541, 316, 225, 0.96, 7.16, 0.98, 8.36
13920, 541, 316, 225, 0.96, 7.16, 0.98, 8.36
13921, 539, 315, 224, 0.96, 7.12, 0.98, 8.4
13922, 538, 314, 224, 0.96, 7.12, 0.98, 8.41
13923, 536, 312, 224, 0.96, 7.15, 0.98, 8.42
13924, 536, 312, 224, 0.96, 7.16, 0.98, 8.42
13925, 535, 311, 224, 0.95, 7.14, 0.98, 8.42
13926, 535, 311, 224, 0.95, 7.14, 0.98, 8.42
13927, 537, 313, 224, 0.96, 7.09, 0.98, 8.42
13928, 537, 313, 224, 0.96, 7.09, 0.98, 8.42
13929, 537, 313, 224, 0.96, 7.09, 0.98, 8.43
13930, 538, 314, 224, 0.96, 7.07, 0.98, 8.43
13931, 538, 313, 225, 0.96, 7.1, 0.98, 8.4
13932, 538, 313, 225, 0.96, 7.1, 0.98, 8.4
13933, 538, 313, 225, 0.96, 7.08, 0.98, 8.4
13934, 539, 314, 225, 0.96, 7.06, 0.98, 8.4
13935, 540, 315, 225, 0.96, 6.97, 0.98, 8.4
13936, 542, 317, 225, 0.96, 6.93, 0.98, 8.4
13937, 543, 318, 225, 0.96, 6.92, 0.98, 8.4
13938, 544, 318, 226, 0.96, 6.94, 0.98, 8.37
13939, 544, 318, 226, 0.96, 6.95, 0.98, 8.37
13940, 547, 321, 226, 0.96, 6.89, 0.98, 8.37
13941, 546, 321, 225, 0.96, 6.89, 0.99, 8.4
13942, 543, 319, 224, 0.96, 6.94, 0.99, 8.44
13943, 545, 320, 225, 0.96, 6.93, 0.99, 8.4
13944, 545, 320, 225, 0.96, 6.93, 0.99, 8.4
13945, 544, 319, 225, 0.96, 6.95, 0.99, 8.41
13946, 544, 319, 225, 0.95, 6.92, 0.99, 8.42
13947, 543, 319, 224, 0.95, 6.92, 0.98, 8.45
13948, 541, 317, 224, 0.95, 6.95, 0.98, 8.46
13949, 540, 316, 224, 0.95, 6.84, 0.98, 8.46
13950, 540, 316, 224, 0.95, 6.84, 0.98, 8.46
13951, 541, 317, 224, 0.95, 6.83, 0.98, 8.46
13952, 541, 317, 224, 0.95, 6.83, 0.98, 8.46
13953, 540, 316, 224, 0.94, 6.83, 0.98, 8.47
13954, 540, 316, 224, 0.94, 6.83, 0.98, 8.47
13955, 540, 316, 224, 0.94, 6.83, 0.98, 8.47
13956, 541, 317, 224, 0.94, 6.81, 0.98, 8.47
13957, 543, 319, 224, 0.94, 6.77, 0.98, 8.47
13958, 542, 318, 224, 0.94, 6.79, 0.98, 8.47
13959, 543, 319, 224, 0.94, 6.78, 0.98, 8.47
13960, 544, 319, 225, 0.94, 6.79, 0.98, 8.44
13961, 543, 317, 226, 0.94, 6.84, 0.98, 8.4
13962, 544, 317, 227, 0.94, 6.84, 0.98, 8.37
13963, 544, 318, 226, 0.94, 6.82, 0.98, 8.4
13964, 544, 318, 226, 0.94, 6.82, 0.98, 8.4
13965, 546, 318, 228, 0.94, 6.83, 0.98, 8.33
13966, 546, 317, 229, 0.94, 6.79, 0.98, 8.3
13967, 546, 317, 229, 0.94, 6.79, 0.98, 8.3
13968, 545, 316, 229, 0.94, 6.79, 0.98, 8.3
13969, 545, 315, 230, 0.94, 6.82, 0.98, 8.27
13970, 545, 315, 230, 0.94, 6.83, 0.98, 8.27
13971, 544, 314, 230, 0.94, 6.85, 0.98, 8.27
13972, 547, 316, 231, 0.94, 6.81, 0.98, 8.23
13973, 548, 316, 232, 0.94, 6.77, 0.98, 8.2
13974, 547, 317, 230, 0.94, 6.75, 0.98, 8.27
13975, 547, 317, 230, 0.94, 6.75, 0.98, 8.27
13976, 547, 317, 230, 0.94, 6.76, 0.98, 8.27
13977, 547, 317, 230, 0.94, 6.76, 0.98, 8.27
13978, 547, 317, 230, 0.94, 6.77, 0.98, 8.27
13979, 548, 318, 230, 0.94, 6.75, 0.98, 8.27
13980, 547, 317, 230, 0.94, 6.79, 0.98, 8.28
13981, 547, 317, 230, 0.94, 6.79, 0.98, 8.28
13982, 547, 317, 230, 0.94, 6.8, 0.98, 8.28
13983, 548, 317, 231, 0.94, 6.8, 0.98, 8.24
13984, 548, 317, 231, 0.94, 6.8, 0.98, 8.24
13985, 549, 318, 231, 0.94, 6.78, 0.98, 8.24
13986, 549, 318, 231, 0.94, 6.79, 0.98, 8.24
13987, 549, 318, 231, 0.94, 6.79, 0.98, 8.24
13988, 549, 318, 231, 0.94, 6.79, 0.98, 8.24
13989, 547, 316, 231, 0.95, 6.82, 0.98, 8.25
13990, 545, 314, 231, 0.95, 6.86, 0.98, 8.26
13991, 546, 315, 231, 0.95, 6.84, 0.98, 8.26
13992, 548, 316, 232, 0.95, 6.82, 0.98, 8.22
13993, 543, 311, 232, 0.95, 6.92, 0.98, 8.23
13994, 543, 311, 232, 0.95, 6.92, 0.98, 8.23
13995, 543, 311, 232, 0.95, 6.92, 0.98, 8.23
13996, 542, 310, 232, 0.94, 6.85, 0.98, 8.23
13997, 542, 310, 232, 0.94, 6.85, 0.98, 8.23
13998, 542, 311, 231, 0.94, 6.83, 0.98, 8.26
13999, 541, 310, 231, 0.94, 6.85, 0.98, 8.27
14000, 541, 310, 231, 0.94, 6.85, 0.98, 8.27
14001, 541, 310, 231, 0.93, 6.79, 0.98, 8.27
14002, 542, 311, 231, 0.93, 6.78, 0.98, 8.27
14003, 543, 312, 231, 0.93, 6.77, 0.98, 8.27
14004, 539, 309, 230, 0.93, 6.78, 0.97, 8.26
14005, 538, 308, 230, 0.94, 6.8, 0.97, 8.26
14006, 537, 307, 230, 0.93, 6.77, 0.97, 8.27
14007, 539, 309, 230, 0.93, 6.73, 0.97, 8.27
14008, 539, 309, 230, 0.93, 6.73, 0.97, 8.27
14009, 538, 308, 230, 0.93, 6.75, 0.97, 8.27
14010, 538, 308, 230, 0.93, 6.75, 0.97, 8.27
14011, 539, 308, 231, 0.93, 6.75, 0.97, 8.23
14012, 540, 308, 232, 0.93, 6.75, 0.97, 8.2
14013, 539, 307, 232, 0.93, 6.77, 0.97, 8.2
14014, 534, 302, 232, 0.93, 6.75, 0.97, 8.22
14015, 535, 303, 232, 0.93, 6.72, 0.97, 8.22
14016, 535, 303, 232, 0.93, 6.72, 0.97, 8.22
14017, 535, 303, 232, 0.93, 6.73, 0.97, 8.22
14018, 535, 303, 232, 0.93, 6.73, 0.97, 8.22
14019, 535, 303, 232, 0.93, 6.73, 0.97, 8.23
14020, 533, 301, 232, 0.93, 6.76, 0.97, 8.24
14021, 532, 300, 232, 0.93, 6.79, 0.97, 8.24
14022, 532, 300, 232, 0.93, 6.79, 0.97, 8.25
14023, 533, 301, 232, 0.94, 6.77, 0.97, 8.25
14024, 534, 302, 232, 0.94, 6.75, 0.97, 8.25
14025, 535, 303, 232, 0.94, 6.73, 0.97, 8.25
14026, 535, 303, 232, 0.94, 6.74, 0.97, 8.25
14027, 536, 304, 232, 0.94, 6.73, 0.97, 8.25
14028, 535, 303, 232, 0.94, 6.72, 0.97, 8.25
14029, 535, 303, 232, 0.94, 6.72, 0.97, 8.25
14030, 536, 304, 232, 0.94, 6.7, 0.97, 8.25
14031, 536, 303, 233, 0.94, 6.72, 0.97, 8.21
14032, 537, 304, 233, 0.94, 6.7, 0.97, 8.21
14033, 537, 304, 233, 0.94, 6.7, 0.97, 8.21
14034, 537, 304, 233, 0.94, 6.7, 0.97, 8.21
14035, 538, 305, 233, 0.94, 6.69, 0.97, 8.21
14036, 539, 306, 233, 0.94, 6.67, 0.97, 8.21
14037, 539, 305, 234, 0.94, 6.69, 0.97, 8.18
14038, 539, 305, 234, 0.94, 6.69, 0.97, 8.18
14039, 539, 305, 234, 0.94, 6.69, 0.97, 8.18
14040, 538, 304, 234, 0.94, 6.71, 0.97, 8.18
14041, 538, 304, 234, 0.94, 6.64, 0.97, 8.19
14042, 539, 304, 235, 0.94, 6.64, 0.97, 8.15
14043, 539, 304, 235, 0.94, 6.64, 0.97, 8.15
14044, 538, 303, 235, 0.94, 6.67, 0.97, 8.15
14045, 537, 302, 235, 0.93, 6.6, 0.97, 8.16
14046, 535, 300, 235, 0.93, 6.57, 0.97, 8.17
14047, 534, 299, 235, 0.93, 6.59, 0.97, 8.17
14048, 534, 299, 235, 0.93, 6.59, 0.97, 8.17
14049, 532, 297, 235, 0.93, 6.6, 0.97, 8.17
14050, 532, 297, 235, 0.93, 6.6, 0.97, 8.17
14051, 532, 297, 235, 0.94, 6.58, 0.97, 8.18
14052, 531, 297, 234, 0.94, 6.59, 0.97, 8.21
14053, 531, 297, 234, 0.94, 6.59, 0.98, 8.21
14054, 531, 297, 234, 0.94, 6.59, 0.98, 8.21
14055, 532, 298, 234, 0.94, 6.56, 0.98, 8.21
14056, 531, 298, 233, 0.94, 6.56, 0.98, 8.25
14057, 530, 297, 233, 0.94, 6.55, 0.98, 8.25
14058, 528, 295, 233, 0.95, 6.59, 0.98, 8.26
14059, 529, 296, 233, 0.95, 6.57, 0.98, 8.26
14060, 529, 296, 233, 0.95, 6.5, 0.98, 8.27
14061, 529, 296, 233, 0.95, 6.51, 0.98, 8.27
14062, 528, 295, 233, 0.95, 6.54, 0.98, 8.27
14063, 528, 295, 233, 0.95, 6.55, 0.98, 8.27
14064, 530, 297, 233, 0.95, 6.51, 0.98, 8.27
14065, 531, 297, 234, 0.94, 6.52, 0.98, 8.24
14066, 532, 298, 234, 0.94, 6.5, 0.98, 8.24
14067, 531, 297, 234, 0.93, 6.48, 0.98, 8.24
14068, 531, 296, 235, 0.94, 6.5, 0.98, 8.21
14069, 529, 294, 235, 0.94, 6.51, 0.98, 8.22
14070, 530, 295, 235, 0.94, 6.49, 0.98, 8.22
14071, 530, 295, 235, 0.94, 6.49, 0.98, 8.22
14072, 530, 295, 235, 0.94, 6.49, 0.98, 8.22
14073, 530, 295, 235, 0.94, 6.49, 0.98, 8.22
14074, 529, 294, 235, 0.93, 6.4, 0.98, 8.23
14075, 531, 295, 236, 0.93, 6.38, 0.98, 8.19
14076, 531, 296, 235, 0.94, 6.35, 0.99, 8.23
14077, 532, 297, 235, 0.94, 6.34, 0.99, 8.23
14078, 532, 297, 235, 0.94, 6.34, 0.99, 8.23
14079, 532, 297, 235, 0.94, 6.35, 0.99, 8.23
14080, 534, 299, 235, 0.94, 6.3, 0.99, 8.23
14081, 536, 300, 236, 0.93, 6.2, 0.99, 8.2
14082, 537, 301, 236, 0.93, 6.19, 0.99, 8.2
14083, 537, 301, 236, 0.93, 6.19, 0.99, 8.2
14084, 535, 299, 236, 0.93, 6.21, 0.99, 8.21
14085, 532, 297, 235, 0.93, 6.21, 0.99, 8.25
14086, 533, 298, 235, 0.93, 6.18, 0.99, 8.25
14087, 534, 298, 236, 0.93, 6.19, 0.99, 8.22
14088, 533, 297, 236, 0.93, 6.21, 0.99, 8.22
14089, 532, 296, 236, 0.94, 6.23, 0.99, 8.22
14090, 532, 296, 236, 0.94, 6.23, 0.99, 8.22
14091, 532, 296, 236, 0.94, 6.23, 0.99, 8.22
14092, 534, 298, 236, 0.94, 6.19, 0.99, 8.22
14093, 535, 299, 236, 0.94, 6.18, 0.99, 8.22
14094, 535, 299, 236, 0.94, 6.18, 0.99, 8.22
14095, 535, 299, 236, 0.94, 6.19, 0.99, 8.22
14096, 535, 299, 236, 0.94, 6.19, 0.99, 8.22
14097, 534, 297, 237, 0.94, 6.23, 0.99, 8.19
14098, 535, 299, 236, 0.94, 6.19, 0.99, 8.22
14099, 535, 299, 236, 0.94, 6.19, 0.99, 8.22
14100, 537, 301, 236, 0.94, 6.15, 0.99, 8.22
14101, 535, 299, 236, 0.94, 6.19, 0.99, 8.23
14102, 535, 298, 237, 0.94, 6.2, 0.99, 8.2
14103, 535, 298, 237, 0.94, 6.2, 0.99, 8.2
14104, 535, 298, 237, 0.94, 6.21, 0.99, 8.2
14105, 535, 297, 238, 0.94, 6.23, 0.99, 8.17
14106, 534, 296, 238, 0.94, 6.25, 0.99, 8.17
14107, 532, 295, 237, 0.94, 6.27, 0.99, 8.2
14108, 532, 295, 237, 0.94, 6.25, 0.99, 8.21
14109, 533, 295, 238, 0.94, 6.26, 0.99, 8.17
14110, 532, 294, 238, 0.95, 6.29, 0.99, 8.18
14111, 533, 295, 238, 0.95, 6.27, 0.99, 8.18
14112, 533, 295, 238, 0.95, 6.27, 0.99, 8.18
14113, 533, 295, 238, 0.95, 6.27, 0.99, 8.18
14114, 534, 296, 238, 0.95, 6.26, 0.99, 8.18
14115, 534, 296, 238, 0.95, 6.26, 0.99, 8.18
14116, 533, 295, 238, 0.95, 6.23, 0.99, 8.19
14117, 532, 294, 238, 0.95, 6.2, 0.99, 8.2
14118, 530, 292, 238, 0.94, 6.15, 0.99, 8.21
14119, 531, 293, 238, 0.94, 6.13, 0.99, 8.21
14120, 531, 293, 238, 0.94, 6.13, 0.99, 8.21
14121, 531, 293, 238, 0.94, 6.13, 0.99, 8.21
14122, 530, 292, 238, 0.94, 6.15, 0.99, 8.21
14123, 531, 293, 238, 0.94, 6.13, 0.99, 8.21
14124, 530, 291, 239, 0.94, 6.15, 0.99, 8.19
14125, 530, 290, 240, 0.94, 6.16, 0.99, 8.16
14126, 530, 290, 240, 0.94, 6.17, 0.99, 8.16
14127, 530, 290, 240, 0.94, 6.17, 0.99, 8.16
14128, 532, 291, 241, 0.95, 6.16, 0.99, 8.13
14129, 533, 291, 242, 0.95, 6.17, 0.99, 8.1
14130, 534, 291, 243, 0.95, 6.18, 0.99, 8.06
14131, 532, 289, 243, 0.95, 6.23, 0.99, 8.07
14132, 532, 289, 243, 0.95, 6.24, 0.99, 8.07
14133, 531, 288, 243, 0.95, 6.25, 0.99, 8.07
14134, 529, 287, 242, 0.95, 6.27, 0.98, 8.12
14135, 529, 287, 242, 0.95, 6.28, 0.98, 8.12
14136, 529, 287, 242, 0.95, 6.28, 0.98, 8.12
14137, 528, 286, 242, 0.96, 6.3, 0.98, 8.12
14138, 523, 283, 240, 0.96, 6.36, 0.98, 8.2
14139, 523, 283, 240, 0.96, 6.37, 0.98, 8.2
14140, 523, 283, 240, 0.96, 6.37, 0.98, 8.2
14141, 523, 283, 240, 0.96, 6.37, 0.98, 8.2
14142, 522, 282, 240, 0.96, 6.38, 0.98, 8.2
14143, 523, 282, 241, 0.96, 6.39, 0.98, 8.17
14144, 523, 282, 241, 0.96, 6.39, 0.98, 8.17
14145, 519, 278, 241, 0.96, 6.46, 0.98, 8.18
14146, 518, 277, 241, 0.96, 6.48, 0.98, 8.18
14147, 518, 277, 241, 0.96, 6.48, 0.98, 8.18
14148, 519, 277, 242, 0.96, 6.48, 0.98, 8.15
14149, 518, 276, 242, 0.97, 6.51, 0.98, 8.15
14150, 518, 276, 242, 0.97, 6.51, 0.98, 8.15
14151, 518, 276, 242, 0.97, 6.51, 0.98, 8.15
14152, 518, 276, 242, 0.97, 6.52, 0.98, 8.15
14153, 518, 276, 242, 0.97, 6.52, 0.98, 8.15
14154, 517, 275, 242, 0.96, 6.54, 0.98, 8.16
14155, 515, 275, 240, 0.96, 6.54, 0.99, 8.23
14156, 517, 275, 242, 0.96, 6.55, 0.99, 8.16
14157, 517, 275, 242, 0.96, 6.51, 0.99, 8.16
14158, 518, 276, 242, 0.96, 6.49, 0.99, 8.16
14159, 518, 276, 242, 0.96, 6.49, 0.99, 8.16
14160, 518, 276, 242, 0.96, 6.5, 0.99, 8.16
14161, 516, 274, 242, 0.96, 6.54, 0.99, 8.17
14162, 516, 274, 242, 0.95, 6.54, 0.99, 8.17
14163, 516, 274, 242, 0.95, 6.54, 0.99, 8.17
14164, 516, 274, 242, 0.95, 6.54, 0.99, 8.17
14165, 516, 274, 242, 0.95, 6.54, 0.99, 8.17
14166, 515, 273, 242, 0.95, 6.55, 0.99, 8.18
14167, 515, 273, 242, 0.95, 6.55, 0.99, 8.18
14168, 514, 272, 242, 0.95, 6.57, 0.99, 8.18
14169, 513, 271, 242, 0.95, 6.57, 0.99, 8.19
14170, 515, 273, 242, 0.94, 6.49, 0.99, 8.19
14171, 517, 274, 243, 0.94, 6.49, 0.99, 8.16
14172, 517, 274, 243, 0.94, 6.46, 0.99, 8.16
14173, 518, 274, 244, 0.94, 6.46, 0.99, 8.13
14174, 517, 273, 244, 0.95, 6.49, 0.99, 8.13
14175, 517, 273, 244, 0.95, 6.49, 0.99, 8.13
14176, 518, 274, 244, 0.95, 6.47, 0.99, 8.13
14177, 517, 273, 244, 0.94, 6.49, 0.99, 8.14
14178, 517, 273, 244, 0.94, 6.49, 0.99, 8.14
14179, 517, 273, 244, 0.95, 6.49, 0.99, 8.14
14180, 516, 272, 244, 0.94, 6.49, 0.99, 8.14
14181, 515, 271, 244, 0.95, 6.51, 0.99, 8.15
