Index, Number of instances, Number of prey, Number of carnivorous, Average prey production, Average prey eaten, Average carnivorous production, Average carnivorous eaten
2927, 277, 79, 198, 0.94, 3.47, 0.67, 3.28
2928, 277, 79, 198, 0.94, 3.47, 0.67, 3.28
2929, 275, 77, 198, 0.94, 3.44, 0.67, 3.28
2930, 275, 77, 198, 0.94, 3.47, 0.67, 3.28
2931, 275, 77, 198, 0.94, 3.47, 0.67, 3.28
2932, 274, 77, 197, 0.94, 3.49, 0.67, 3.3
2933, 274, 77, 197, 0.94, 3.51, 0.67, 3.3
2934, 274, 77, 197, 0.94, 3.51, 0.67, 3.3
2935, 274, 77, 197, 0.94, 3.52, 0.67, 3.3
2936, 274, 77, 197, 0.94, 3.53, 0.67, 3.3
2937, 274, 77, 197, 0.94, 3.55, 0.67, 3.3
2938, 274, 77, 197, 0.94, 3.56, 0.67, 3.3
2939, 274, 77, 197, 0.94, 3.56, 0.67, 3.3
2940, 276, 79, 197, 0.94, 3.48, 0.67, 3.3
2941, 276, 79, 197, 0.94, 3.49, 0.67, 3.3
2942, 277, 80, 197, 0.94, 3.45, 0.67, 3.3
2943, 278, 81, 197, 0.94, 3.43, 0.67, 3.3
2944, 278, 81, 197, 0.94, 3.46, 0.67, 3.3
2945, 279, 82, 197, 0.94, 3.41, 0.67, 3.3
2946, 279, 82, 197, 0.94, 3.41, 0.67, 3.3
2947, 280, 82, 198, 0.94, 3.43, 0.67, 3.28
2948, 279, 81, 198, 0.94, 3.46, 0.67, 3.29
2949, 279, 81, 198, 0.94, 3.46, 0.67, 3.29
2950, 279, 81, 198, 0.94, 3.47, 0.67, 3.29
2951, 279, 81, 198, 0.94, 3.47, 0.67, 3.29
2952, 279, 81, 198, 0.94, 3.47, 0.67, 3.29
2953, 278, 81, 197, 0.94, 3.47, 0.67, 3.3
2954, 278, 81, 197, 0.94, 3.48, 0.67, 3.3
2955, 278, 81, 197, 0.94, 3.48, 0.67, 3.3
2956, 278, 81, 197, 0.94, 3.48, 0.67, 3.3
2957, 278, 81, 197, 0.94, 3.49, 0.67, 3.3
2958, 278, 81, 197, 0.94, 3.52, 0.67, 3.3
2959, 278, 81, 197, 0.94, 3.52, 0.67, 3.3
2960, 277, 81, 196, 0.94, 3.52, 0.67, 3.33
2961, 278, 82, 196, 0.94, 3.49, 0.67, 3.33
2962, 279, 83, 196, 0.94, 3.47, 0.67, 3.33
2963, 279, 83, 196, 0.94, 3.48, 0.67, 3.33
2964, 279, 83, 196, 0.94, 3.49, 0.67, 3.33
2965, 280, 83, 197, 0.94, 3.51, 0.68, 3.31
2966, 280, 83, 197, 0.94, 3.51, 0.68, 3.31
2967, 279, 83, 196, 0.94, 3.51, 0.68, 3.32
2968, 280, 83, 197, 0.94, 3.51, 0.68, 3.3
2969, 280, 83, 197, 0.94, 3.52, 0.68, 3.3
2970, 281, 84, 197, 0.94, 3.48, 0.68, 3.3
2971, 281, 85, 196, 0.94, 3.45, 0.68, 3.32
2972, 281, 85, 196, 0.94, 3.47, 0.68, 3.32
2973, 282, 86, 196, 0.94, 3.44, 0.68, 3.32
2974, 282, 86, 196, 0.94, 3.47, 0.68, 3.32
2975, 283, 86, 197, 0.94, 3.48, 0.68, 3.3
2976, 283, 86, 197, 0.94, 3.5, 0.68, 3.3
2977, 281, 85, 196, 0.95, 3.55, 0.67, 3.32
2978, 282, 85, 197, 0.95, 3.55, 0.68, 3.3
2979, 283, 86, 197, 0.95, 3.51, 0.68, 3.3
2980, 283, 86, 197, 0.95, 3.52, 0.68, 3.3
2981, 284, 86, 198, 0.95, 3.52, 0.68, 3.28
2982, 284, 86, 198, 0.95, 3.52, 0.68, 3.28
2983, 285, 87, 198, 0.95, 3.48, 0.68, 3.28
2984, 287, 89, 198, 0.96, 3.42, 0.68, 3.28
2985, 288, 90, 198, 0.96, 3.39, 0.68, 3.28
2986, 288, 90, 198, 0.96, 3.4, 0.68, 3.28
2987, 288, 90, 198, 0.96, 3.4, 0.68, 3.28
2988, 288, 90, 198, 0.96, 3.41, 0.68, 3.28
2989, 288, 90, 198, 0.96, 3.42, 0.68, 3.28
2990, 288, 90, 198, 0.96, 3.42, 0.68, 3.28
2991, 289, 91, 198, 0.96, 3.4, 0.68, 3.28
2992, 288, 91, 197, 0.96, 3.41, 0.68, 3.3
2993, 288, 92, 196, 0.96, 3.38, 0.68, 3.32
2994, 288, 92, 196, 0.96, 3.39, 0.68, 3.32
2995, 287, 92, 195, 0.96, 3.39, 0.69, 3.33
2996, 288, 93, 195, 0.96, 3.35, 0.69, 3.33
2997, 290, 95, 195, 0.96, 3.29, 0.69, 3.33
2998, 289, 95, 194, 0.96, 3.34, 0.69, 3.34
2999, 289, 95, 194, 0.96, 3.36, 0.69, 3.34
3000, 289, 95, 194, 0.96, 3.38, 0.69, 3.34
3001, 291, 97, 194, 0.96, 3.32, 0.69, 3.34
3002, 292, 98, 194, 0.96, 3.32, 0.68, 3.34
3003, 293, 99, 194, 0.96, 3.3, 0.68, 3.34
3004, 293, 99, 194, 0.96, 3.33, 0.68, 3.34
3005, 295, 101, 194, 0.96, 3.28, 0.68, 3.34
3006, 295, 101, 194, 0.96, 3.3, 0.68, 3.34
3007, 295, 101, 194, 0.96, 3.32, 0.68, 3.34
3008, 295, 101, 194, 0.96, 3.35, 0.68, 3.34
3009, 294, 100, 194, 0.97, 3.4, 0.68, 3.34
3010, 295, 101, 194, 0.97, 3.38, 0.68, 3.34
3011, 296, 102, 194, 0.97, 3.35, 0.68, 3.34
3012, 297, 103, 194, 0.97, 3.34, 0.68, 3.34
3013, 297, 103, 194, 0.97, 3.35, 0.68, 3.34
3014, 297, 103, 194, 0.97, 3.36, 0.68, 3.34
3015, 298, 104, 194, 0.97, 3.33, 0.68, 3.34
3016, 299, 104, 195, 0.97, 3.35, 0.68, 3.32
3017, 299, 104, 195, 0.97, 3.36, 0.68, 3.32
3018, 299, 104, 195, 0.97, 3.38, 0.68, 3.32
3019, 300, 105, 195, 0.97, 3.35, 0.68, 3.32
3020, 300, 105, 195, 0.97, 3.35, 0.68, 3.32
3021, 301, 106, 195, 0.97, 3.33, 0.68, 3.32
3022, 301, 106, 195, 0.97, 3.34, 0.68, 3.32
3023, 301, 106, 195, 0.97, 3.36, 0.68, 3.32
3024, 300, 105, 195, 0.97, 3.4, 0.68, 3.33
3025, 300, 105, 195, 0.97, 3.4, 0.68, 3.33
3026, 300, 105, 195, 0.98, 3.41, 0.68, 3.33
3027, 300, 105, 195, 0.98, 3.41, 0.68, 3.33
3028, 301, 106, 195, 0.98, 3.39, 0.68, 3.33
3029, 302, 107, 195, 0.98, 3.36, 0.68, 3.33
3030, 302, 107, 195, 0.98, 3.37, 0.68, 3.33
3031, 302, 107, 195, 0.98, 3.38, 0.68, 3.33
3032, 302, 107, 195, 0.98, 3.39, 0.68, 3.33
3033, 302, 107, 195, 0.98, 3.41, 0.68, 3.33
3034, 302, 107, 195, 0.98, 3.41, 0.68, 3.33
3035, 302, 107, 195, 0.98, 3.42, 0.68, 3.33
3036, 302, 107, 195, 0.98, 3.42, 0.68, 3.33
3037, 304, 109, 195, 0.98, 3.36, 0.68, 3.33
3038, 304, 109, 195, 0.98, 3.37, 0.68, 3.33
3039, 304, 109, 195, 0.98, 3.39, 0.68, 3.33
3040, 303, 108, 195, 0.99, 3.38, 0.68, 3.34
3041, 302, 107, 195, 0.98, 3.41, 0.68, 3.34
3042, 302, 107, 195, 0.98, 3.41, 0.68, 3.34
3043, 302, 107, 195, 0.98, 3.41, 0.68, 3.34
3044, 302, 107, 195, 0.98, 3.41, 0.68, 3.34
3045, 304, 109, 195, 0.98, 3.36, 0.68, 3.34
3046, 305, 109, 196, 0.98, 3.39, 0.68, 3.33
3047, 305, 109, 196, 0.98, 3.41, 0.68, 3.33
3048, 305, 109, 196, 0.98, 3.44, 0.68, 3.33
3049, 305, 109, 196, 0.98, 3.44, 0.68, 3.33
3050, 304, 109, 195, 0.98, 3.45, 0.68, 3.33
3051, 304, 110, 194, 0.98, 3.42, 0.67, 3.35
3052, 304, 110, 194, 0.98, 3.44, 0.67, 3.35
3053, 305, 111, 194, 0.98, 3.41, 0.67, 3.35
3054, 305, 111, 194, 0.98, 3.43, 0.67, 3.35
3055, 305, 111, 194, 0.98, 3.45, 0.67, 3.35
3056, 306, 112, 194, 0.98, 3.43, 0.67, 3.35
3057, 305, 111, 194, 0.98, 3.47, 0.67, 3.36
3058, 305, 111, 194, 0.98, 3.47, 0.67, 3.36
3059, 307, 113, 194, 0.98, 3.41, 0.67, 3.36
3060, 307, 113, 194, 0.98, 3.42, 0.67, 3.36
3061, 307, 113, 194, 0.98, 3.45, 0.67, 3.36
3062, 307, 113, 194, 0.98, 3.48, 0.67, 3.36
3063, 307, 113, 194, 0.98, 3.49, 0.67, 3.36
3064, 308, 114, 194, 0.98, 3.46, 0.67, 3.36
3065, 308, 114, 194, 0.98, 3.47, 0.67, 3.36
3066, 308, 115, 193, 0.98, 3.45, 0.67, 3.36
3067, 308, 115, 193, 0.98, 3.49, 0.67, 3.36
3068, 308, 115, 193, 0.98, 3.52, 0.67, 3.36
3069, 308, 115, 193, 0.98, 3.52, 0.67, 3.36
3070, 308, 115, 193, 0.98, 3.53, 0.67, 3.36
3071, 308, 115, 193, 0.98, 3.54, 0.67, 3.36
3072, 308, 115, 193, 0.98, 3.54, 0.67, 3.36
3073, 310, 117, 193, 0.98, 3.48, 0.67, 3.36
3074, 310, 117, 193, 0.98, 3.49, 0.67, 3.36
3075, 310, 117, 193, 0.98, 3.5, 0.67, 3.36
3076, 310, 117, 193, 0.98, 3.51, 0.67, 3.36
3077, 310, 117, 193, 0.98, 3.53, 0.67, 3.36
3078, 311, 118, 193, 0.95, 3.47, 0.67, 3.36
3079, 311, 118, 193, 0.95, 3.48, 0.67, 3.36
3080, 311, 118, 193, 0.95, 3.48, 0.67, 3.36
3081, 313, 118, 195, 0.95, 3.48, 0.68, 3.33
3082, 313, 118, 195, 0.95, 3.49, 0.68, 3.33
3083, 313, 118, 195, 0.95, 3.49, 0.68, 3.33
3084, 314, 119, 195, 0.95, 3.46, 0.68, 3.33
3085, 316, 120, 196, 0.95, 3.43, 0.68, 3.31
3086, 317, 121, 196, 0.95, 3.41, 0.68, 3.31
3087, 317, 121, 196, 0.95, 3.43, 0.68, 3.31
3088, 316, 120, 196, 0.96, 3.47, 0.68, 3.32
3089, 316, 120, 196, 0.96, 3.48, 0.68, 3.32
3090, 316, 120, 196, 0.96, 3.5, 0.68, 3.32
3091, 316, 121, 195, 0.96, 3.47, 0.69, 3.34
3092, 314, 120, 194, 0.95, 3.49, 0.69, 3.36
3093, 313, 120, 193, 0.95, 3.5, 0.68, 3.38
3094, 314, 120, 194, 0.95, 3.51, 0.69, 3.36
3095, 315, 120, 195, 0.95, 3.53, 0.69, 3.34
3096, 315, 120, 195, 0.95, 3.55, 0.69, 3.34
3097, 314, 119, 195, 0.95, 3.55, 0.69, 3.35
3098, 314, 119, 195, 0.95, 3.55, 0.69, 3.35
3099, 314, 119, 195, 0.95, 3.56, 0.69, 3.35
3100, 314, 119, 195, 0.95, 3.58, 0.69, 3.35
3101, 314, 119, 195, 0.95, 3.59, 0.69, 3.35
3102, 314, 119, 195, 0.95, 3.6, 0.69, 3.35
3103, 314, 119, 195, 0.95, 3.6, 0.69, 3.35
3104, 313, 119, 194, 0.95, 3.61, 0.69, 3.37
3105, 313, 119, 194, 0.95, 3.61, 0.69, 3.37
3106, 312, 118, 194, 0.94, 3.53, 0.69, 3.37
3107, 314, 120, 194, 0.94, 3.48, 0.69, 3.37
3108, 314, 120, 194, 0.94, 3.48, 0.69, 3.37
3109, 313, 120, 193, 0.94, 3.48, 0.69, 3.38
3110, 315, 121, 194, 0.94, 3.45, 0.69, 3.37
3111, 316, 122, 194, 0.94, 3.42, 0.69, 3.37
3112, 317, 123, 194, 0.94, 3.41, 0.69, 3.37
3113, 318, 124, 194, 0.94, 3.4, 0.69, 3.37
3114, 319, 124, 195, 0.94, 3.41, 0.69, 3.35
3115, 319, 124, 195, 0.94, 3.43, 0.69, 3.35
3116, 319, 124, 195, 0.94, 3.45, 0.69, 3.35
3117, 319, 124, 195, 0.94, 3.46, 0.69, 3.35
3118, 319, 124, 195, 0.94, 3.48, 0.69, 3.35
3119, 319, 125, 194, 0.94, 3.46, 0.68, 3.34
3120, 318, 124, 194, 0.95, 3.49, 0.68, 3.34
3121, 318, 124, 194, 0.95, 3.51, 0.68, 3.34
3122, 317, 123, 194, 0.95, 3.55, 0.68, 3.35
3123, 317, 123, 194, 0.95, 3.57, 0.68, 3.35
3124, 317, 123, 194, 0.95, 3.58, 0.68, 3.35
3125, 317, 123, 194, 0.95, 3.58, 0.68, 3.35
3126, 319, 125, 194, 0.95, 3.53, 0.68, 3.35
3127, 319, 126, 193, 0.95, 3.52, 0.68, 3.36
3128, 319, 126, 193, 0.95, 3.55, 0.68, 3.36
3129, 319, 126, 193, 0.95, 3.57, 0.68, 3.36
3130, 319, 126, 193, 0.95, 3.6, 0.68, 3.36
3131, 319, 126, 193, 0.95, 3.6, 0.68, 3.36
3132, 319, 126, 193, 0.95, 3.6, 0.68, 3.36
3133, 320, 127, 193, 0.95, 3.57, 0.68, 3.36
3134, 320, 127, 193, 0.95, 3.57, 0.68, 3.36
3135, 320, 127, 193, 0.95, 3.58, 0.68, 3.36
3136, 320, 127, 193, 0.95, 3.59, 0.68, 3.36
3137, 320, 127, 193, 0.95, 3.59, 0.68, 3.36
3138, 321, 128, 193, 0.96, 3.56, 0.68, 3.37
3139, 321, 128, 193, 0.96, 3.56, 0.68, 3.37
3140, 322, 128, 194, 0.96, 3.57, 0.68, 3.35
3141, 322, 128, 194, 0.96, 3.57, 0.68, 3.35
3142, 322, 128, 194, 0.96, 3.57, 0.68, 3.35
3143, 322, 128, 194, 0.96, 3.57, 0.68, 3.35
3144, 323, 128, 195, 0.96, 3.57, 0.68, 3.33
3145, 323, 128, 195, 0.96, 3.59, 0.68, 3.33
3146, 324, 128, 196, 0.96, 3.59, 0.68, 3.32
3147, 324, 128, 196, 0.96, 3.59, 0.68, 3.32
3148, 324, 128, 196, 0.96, 3.59, 0.69, 3.31
3149, 324, 128, 196, 0.96, 3.59, 0.69, 3.31
3150, 324, 128, 196, 0.96, 3.6, 0.69, 3.31
3151, 324, 128, 196, 0.96, 3.61, 0.69, 3.31
3152, 324, 128, 196, 0.96, 3.63, 0.69, 3.31
3153, 324, 128, 196, 0.96, 3.64, 0.69, 3.31
3154, 324, 128, 196, 0.96, 3.65, 0.69, 3.31
3155, 324, 128, 196, 0.96, 3.65, 0.69, 3.31
3156, 323, 128, 195, 0.96, 3.66, 0.69, 3.33
3157, 324, 129, 195, 0.96, 3.63, 0.69, 3.33
3158, 324, 129, 195, 0.96, 3.65, 0.69, 3.33
3159, 324, 129, 195, 0.96, 3.66, 0.69, 3.33
3160, 325, 129, 196, 0.96, 3.67, 0.69, 3.31
3161, 325, 129, 196, 0.96, 3.67, 0.69, 3.31
3162, 326, 130, 196, 0.96, 3.65, 0.69, 3.31
3163, 325, 130, 195, 0.96, 3.66, 0.7, 3.33
3164, 324, 129, 195, 0.96, 3.69, 0.7, 3.33
3165, 323, 129, 194, 0.96, 3.71, 0.68, 3.32
3166, 323, 129, 194, 0.96, 3.72, 0.68, 3.32
3167, 323, 129, 194, 0.96, 3.72, 0.68, 3.32
3168, 320, 126, 194, 0.94, 3.76, 0.68, 3.34
3169, 321, 127, 194, 0.94, 3.69, 0.68, 3.34
3170, 321, 127, 194, 0.94, 3.7, 0.68, 3.34
3171, 325, 129, 196, 0.94, 3.66, 0.68, 3.31
3172, 324, 129, 195, 0.94, 3.67, 0.68, 3.32
3173, 324, 129, 195, 0.93, 3.68, 0.69, 3.32
3174, 325, 130, 195, 0.93, 3.67, 0.69, 3.32
3175, 321, 130, 191, 0.93, 3.69, 0.69, 3.37
3176, 320, 129, 191, 0.91, 3.71, 0.69, 3.37
3177, 320, 129, 191, 0.91, 3.71, 0.69, 3.37
3178, 321, 130, 191, 0.92, 3.69, 0.69, 3.37
3179, 321, 130, 191, 0.92, 3.71, 0.69, 3.37
3180, 320, 130, 190, 0.92, 3.72, 0.68, 3.39
3181, 320, 131, 189, 0.92, 3.69, 0.68, 3.39
3182, 321, 131, 190, 0.92, 3.69, 0.68, 3.37
3183, 321, 131, 190, 0.92, 3.7, 0.68, 3.37
3184, 320, 130, 190, 0.92, 3.73, 0.68, 3.38
3185, 318, 130, 188, 0.92, 3.74, 0.68, 3.4
3186, 318, 130, 188, 0.92, 3.75, 0.68, 3.4
3187, 320, 132, 188, 0.92, 3.69, 0.68, 3.4
3188, 320, 132, 188, 0.92, 3.7, 0.68, 3.4
3189, 323, 135, 188, 0.92, 3.64, 0.68, 3.4
3190, 323, 135, 188, 0.92, 3.64, 0.68, 3.4
3191, 323, 135, 188, 0.92, 3.64, 0.68, 3.4
3192, 323, 135, 188, 0.92, 3.65, 0.68, 3.4
3193, 323, 135, 188, 0.92, 3.67, 0.68, 3.4
3194, 324, 135, 189, 0.92, 3.69, 0.68, 3.38
3195, 326, 136, 190, 0.92, 3.67, 0.68, 3.36
3196, 327, 136, 191, 0.92, 3.68, 0.68, 3.35
3197, 327, 136, 191, 0.92, 3.7, 0.68, 3.35
3198, 327, 136, 191, 0.92, 3.72, 0.68, 3.35
3199, 327, 136, 191, 0.92, 3.74, 0.68, 3.35
3200, 328, 137, 191, 0.92, 3.73, 0.68, 3.35
3201, 329, 138, 191, 0.92, 3.7, 0.68, 3.35
3202, 328, 137, 191, 0.93, 3.74, 0.68, 3.35
3203, 328, 137, 191, 0.93, 3.76, 0.68, 3.35
3204, 327, 137, 190, 0.93, 3.77, 0.68, 3.37
3205, 327, 137, 190, 0.93, 3.78, 0.68, 3.37
3206, 327, 137, 190, 0.93, 3.78, 0.68, 3.37
3207, 326, 138, 188, 0.93, 3.75, 0.68, 3.4
3208, 326, 138, 188, 0.93, 3.76, 0.68, 3.4
3209, 326, 138, 188, 0.93, 3.77, 0.68, 3.4
3210, 325, 138, 187, 0.93, 3.78, 0.68, 3.42
3211, 325, 138, 187, 0.93, 3.79, 0.68, 3.42
3212, 325, 138, 187, 0.93, 3.8, 0.68, 3.42
3213, 325, 138, 187, 0.93, 3.8, 0.68, 3.42
3214, 325, 138, 187, 0.93, 3.8, 0.68, 3.42
3215, 325, 138, 187, 0.93, 3.8, 0.68, 3.42
3216, 325, 137, 188, 0.93, 3.83, 0.69, 3.41
3217, 322, 135, 187, 0.94, 3.9, 0.69, 3.44
3218, 322, 135, 187, 0.94, 3.9, 0.69, 3.44
3219, 322, 135, 187, 0.94, 3.91, 0.69, 3.44
3220, 321, 134, 187, 0.95, 3.94, 0.69, 3.44
3221, 323, 136, 187, 0.95, 3.88, 0.69, 3.44
3222, 325, 138, 187, 0.95, 3.84, 0.69, 3.44
3223, 327, 140, 187, 0.95, 3.8, 0.69, 3.44
3224, 327, 140, 187, 0.95, 3.84, 0.69, 3.44
3225, 327, 139, 188, 0.95, 3.86, 0.69, 3.43
3226, 327, 139, 188, 0.95, 3.88, 0.69, 3.43
3227, 325, 139, 186, 0.95, 3.88, 0.69, 3.47
3228, 323, 138, 185, 0.96, 3.91, 0.69, 3.49
3229, 323, 138, 185, 0.96, 3.91, 0.69, 3.49
3230, 322, 138, 184, 0.96, 3.91, 0.7, 3.49
3231, 324, 140, 184, 0.96, 3.86, 0.7, 3.49
3232, 323, 140, 183, 0.96, 3.86, 0.7, 3.51
3233, 323, 140, 183, 0.96, 3.86, 0.7, 3.51
3234, 323, 140, 183, 0.96, 3.86, 0.7, 3.51
3235, 323, 140, 183, 0.96, 3.86, 0.7, 3.51
3236, 325, 142, 183, 0.96, 3.81, 0.7, 3.51
3237, 326, 143, 183, 0.96, 3.79, 0.7, 3.51
3238, 327, 144, 183, 0.96, 3.78, 0.7, 3.51
3239, 328, 145, 183, 0.96, 3.78, 0.7, 3.51
3240, 328, 145, 183, 0.96, 3.81, 0.7, 3.51
3241, 328, 145, 183, 0.96, 3.84, 0.7, 3.51
3242, 328, 145, 183, 0.96, 3.84, 0.7, 3.51
3243, 327, 144, 183, 0.97, 3.85, 0.7, 3.52
3244, 327, 144, 183, 0.97, 3.87, 0.7, 3.52
3245, 327, 144, 183, 0.97, 3.87, 0.7, 3.52
3246, 327, 144, 183, 0.97, 3.87, 0.7, 3.52
3247, 328, 145, 183, 0.97, 3.84, 0.7, 3.52
3248, 327, 146, 181, 0.97, 3.82, 0.7, 3.56
3249, 327, 146, 181, 0.97, 3.83, 0.7, 3.56
3250, 327, 145, 182, 0.96, 3.86, 0.7, 3.54
3251, 326, 144, 182, 0.94, 3.87, 0.7, 3.55
3252, 326, 144, 182, 0.94, 3.88, 0.7, 3.55
3253, 326, 144, 182, 0.94, 3.88, 0.7, 3.55
3254, 327, 144, 183, 0.94, 3.88, 0.7, 3.53
3255, 327, 144, 183, 0.94, 3.89, 0.7, 3.53
3256, 327, 144, 183, 0.94, 3.89, 0.7, 3.53
3257, 328, 144, 184, 0.94, 3.89, 0.71, 3.51
3258, 329, 145, 184, 0.94, 3.87, 0.71, 3.51
3259, 328, 145, 183, 0.94, 3.88, 0.7, 3.5
3260, 328, 146, 182, 0.95, 3.85, 0.7, 3.52
3261, 328, 146, 182, 0.95, 3.86, 0.7, 3.52
3262, 327, 145, 182, 0.95, 3.9, 0.7, 3.52
3263, 327, 145, 182, 0.95, 3.9, 0.7, 3.52
3264, 326, 144, 182, 0.96, 3.92, 0.7, 3.53
3265, 324, 143, 181, 0.96, 3.92, 0.71, 3.55
3266, 324, 142, 182, 0.96, 3.96, 0.7, 3.51
3267, 323, 142, 181, 0.96, 3.98, 0.7, 3.5
3268, 322, 142, 180, 0.96, 3.98, 0.7, 3.52
3269, 322, 142, 180, 0.96, 3.98, 0.7, 3.52
3270, 322, 142, 180, 0.96, 3.98, 0.7, 3.52
3271, 321, 142, 179, 0.96, 3.99, 0.69, 3.51
3272, 321, 142, 179, 0.96, 3.99, 0.69, 3.51
3273, 321, 142, 179, 0.96, 4.0, 0.69, 3.51
3274, 319, 140, 179, 0.97, 4.08, 0.69, 3.51
3275, 319, 140, 179, 0.97, 4.09, 0.69, 3.51
3276, 319, 140, 179, 0.97, 4.09, 0.69, 3.51
3277, 323, 143, 180, 0.97, 4.02, 0.69, 3.49
3278, 323, 144, 179, 0.97, 4.01, 0.69, 3.49
3279, 324, 145, 179, 0.97, 3.99, 0.69, 3.49
3280, 322, 145, 177, 0.97, 3.99, 0.67, 3.48
3281, 321, 144, 177, 0.97, 4.03, 0.67, 3.48
3282, 320, 143, 177, 0.97, 4.06, 0.67, 3.49
3283, 321, 143, 178, 0.97, 4.08, 0.67, 3.47
3284, 320, 143, 177, 0.97, 4.1, 0.68, 3.49
3285, 321, 144, 177, 0.97, 4.07, 0.68, 3.49
3286, 322, 145, 177, 0.97, 4.05, 0.68, 3.49
3287, 322, 145, 177, 0.97, 4.06, 0.68, 3.49
3288, 324, 147, 177, 0.97, 4.03, 0.68, 3.49
3289, 325, 147, 178, 0.97, 4.07, 0.68, 3.47
3290, 326, 148, 178, 0.97, 4.05, 0.68, 3.47
3291, 323, 145, 178, 0.97, 4.12, 0.68, 3.47
3292, 322, 145, 177, 0.97, 4.12, 0.68, 3.49
3293, 323, 146, 177, 0.97, 4.1, 0.68, 3.49
3294, 322, 145, 177, 0.97, 4.13, 0.68, 3.49
3295, 321, 144, 177, 0.97, 4.14, 0.68, 3.5
3296, 323, 146, 177, 0.97, 4.09, 0.68, 3.5
3297, 322, 145, 177, 0.98, 4.08, 0.68, 3.5
3298, 323, 146, 177, 0.98, 4.07, 0.68, 3.5
3299, 324, 147, 177, 0.98, 4.05, 0.68, 3.5
3300, 323, 147, 176, 0.99, 4.06, 0.69, 3.53
3301, 323, 147, 176, 0.99, 4.07, 0.69, 3.53
3302, 324, 148, 176, 0.99, 4.04, 0.69, 3.53
3303, 326, 148, 178, 0.99, 4.04, 0.69, 3.49
3304, 325, 147, 178, 0.97, 4.07, 0.69, 3.49
3305, 325, 147, 178, 0.97, 4.07, 0.69, 3.49
3306, 324, 148, 176, 0.97, 4.06, 0.69, 3.53
3307, 325, 148, 177, 0.97, 4.07, 0.69, 3.51
3308, 325, 148, 177, 0.95, 4.06, 0.69, 3.51
3309, 325, 148, 177, 0.95, 4.08, 0.69, 3.51
3310, 325, 148, 177, 0.95, 4.09, 0.69, 3.51
3311, 324, 148, 176, 0.95, 4.11, 0.69, 3.53
3312, 324, 148, 176, 0.95, 4.11, 0.69, 3.53
3313, 323, 147, 176, 0.94, 4.14, 0.69, 3.53
3314, 323, 148, 175, 0.94, 4.11, 0.69, 3.55
3315, 322, 148, 174, 0.94, 4.12, 0.7, 3.57
3316, 324, 149, 175, 0.94, 4.11, 0.7, 3.55
3317, 324, 150, 174, 0.94, 4.1, 0.7, 3.57
3318, 323, 150, 173, 0.94, 4.13, 0.69, 3.59
3319, 323, 150, 173, 0.94, 4.14, 0.69, 3.59
3320, 322, 149, 173, 0.94, 4.17, 0.69, 3.6
3321, 324, 151, 173, 0.94, 4.12, 0.69, 3.6
3322, 324, 151, 173, 0.94, 4.13, 0.69, 3.6
3323, 325, 152, 173, 0.94, 4.11, 0.69, 3.6
3324, 325, 152, 173, 0.94, 4.11, 0.69, 3.6
3325, 325, 152, 173, 0.94, 4.13, 0.69, 3.6
3326, 325, 152, 173, 0.94, 4.13, 0.69, 3.6
3327, 325, 152, 173, 0.94, 4.13, 0.69, 3.6
3328, 324, 151, 173, 0.95, 4.15, 0.69, 3.6
3329, 323, 150, 173, 0.95, 4.16, 0.69, 3.61
3330, 322, 149, 173, 0.95, 4.19, 0.69, 3.61
3331, 321, 148, 173, 0.95, 4.16, 0.69, 3.62
3332, 321, 148, 173, 0.95, 4.17, 0.69, 3.62
3333, 321, 149, 172, 0.95, 4.15, 0.7, 3.64
3334, 322, 150, 172, 0.95, 4.13, 0.7, 3.64
3335, 322, 150, 172, 0.95, 4.14, 0.7, 3.64
3336, 322, 150, 172, 0.95, 4.15, 0.7, 3.64
3337, 322, 151, 171, 0.95, 4.13, 0.68, 3.66
3338, 322, 151, 171, 0.95, 4.14, 0.68, 3.66
3339, 322, 151, 171, 0.95, 4.15, 0.68, 3.66
3340, 323, 152, 171, 0.95, 4.12, 0.68, 3.66
3341, 323, 152, 171, 0.95, 4.12, 0.68, 3.66
3342, 324, 153, 171, 0.95, 4.09, 0.68, 3.66
3343, 325, 154, 171, 0.95, 4.06, 0.68, 3.66
3344, 324, 153, 171, 0.95, 4.07, 0.68, 3.67
3345, 324, 153, 171, 0.95, 4.08, 0.68, 3.67
3346, 323, 152, 171, 0.96, 4.11, 0.68, 3.67
3347, 323, 152, 171, 0.97, 4.11, 0.68, 3.68
3348, 323, 152, 171, 0.97, 4.11, 0.68, 3.68
3349, 324, 152, 172, 0.97, 4.12, 0.69, 3.66
3350, 324, 152, 172, 0.97, 4.13, 0.69, 3.66
3351, 324, 152, 172, 0.97, 4.13, 0.69, 3.66
3352, 326, 153, 173, 0.97, 4.1, 0.69, 3.64
3353, 326, 153, 173, 0.97, 4.1, 0.69, 3.64
3354, 326, 153, 173, 0.97, 4.11, 0.69, 3.64
3355, 326, 153, 173, 0.97, 4.12, 0.69, 3.64
3356, 326, 153, 173, 0.97, 4.12, 0.69, 3.64
3357, 327, 153, 174, 0.97, 4.13, 0.69, 3.61
3358, 327, 153, 174, 0.97, 4.14, 0.69, 3.61
3359, 328, 154, 174, 0.97, 4.11, 0.69, 3.61
3360, 327, 153, 174, 0.96, 4.08, 0.69, 3.62
3361, 330, 155, 175, 0.96, 4.03, 0.69, 3.6
